time_seconds,distance_m,vertical_m
0.0,0.0,0.0
0.03333333333333333,0.0,0.0
0.06666666666666667,-0.0008974703306353333,-3.21919576087197e-05
0.1,-0.001795107518393878,-6.454815989911655e-05
0.13333333333333333,-0.0035696699669289953,-9.690436218951339e-05
0.16666666666666666,-0.0036731664342441275,-0.0001290963197982331
0.2,-0.0037767109606508314,-0.00016145252208862992
0.23333333333333334,-0.003880207427965963,-0.0001937266020381882
0.26666666666666666,-0.004425589112882117,-0.0002259185596469079
0.3,-0.005798934721821015,-0.00025835688427814334
0.3333333333333333,-0.006049476504534869,-0.0002906309642277016
0.36666666666666664,-0.006300018287248724,-0.0003228229218364213
0.4,-0.006550560069962578,-0.00035517912412681815
0.43333333333333335,-0.008240025312442624,-0.0003874532040763764
0.4666666666666667,-0.00842378953573254,-0.00041980940636677323
0.5,-0.008607589128492492,-0.00045208348631633154
0.5333333333333333,-0.00962861944642406,-0.0004843575662658898
0.5666666666666667,-0.010181888523157765,-0.000516631646215448
0.6,-0.010735122230421435,-0.0005489057261650063
0.6333333333333333,-0.010564944167082466,-0.0005811798061145646
0.6666666666666666,-0.010394766103743496,-0.0006135360084049614
0.7,-0.01022462340987456,-0.0006458100883545197
0.7333333333333333,-0.010054528775097197,-0.0006780841683040779
0.7666666666666667,-0.008931802824654672,-0.0007103582482536363
0.8,-0.008547768255869417,-0.0007427144505440331
0.8333333333333334,-0.008163781746175734,-0.0007749885304935913
0.8666666666666667,-0.007779830605952085,-0.0008072626104431497
0.9,-0.007344699842589432,-0.000839536690392708
0.9333333333333333,-0.006909604448696814,-0.0008718107703422662
0.9666666666666667,-0.0064744736853341615,-0.0009041669726326631
1.0,-0.006039342921971509,-0.0009364410525822213
1.0333333333333334,-0.005035400341524241,-0.000968633010190941
1.0666666666666667,-0.00481184974790417,-0.001000989212481338
1.1,-0.004588263784814064,-0.001033263292430896
1.1333333333333333,-0.004364629762632386,-0.0010655373723804545
1.1666666666666667,-0.004141079169012315,-0.0010978935746708512
1.2,-0.003917493205922209,-0.0011301676546204096
1.2333333333333334,-0.0036939426123021374,-0.0011623596122291291
1.2666666666666666,-0.003856414414631668,-0.001194715814519526
1.3,-0.004018850847491164,-0.0012269898944690842
1.3333333333333333,-0.004181287280350662,-0.0012592639744186426
1.3666666666666667,-0.004343759082680192,-0.0012916201767090394
1.4,-0.004506195515539688,-0.0013238942566585977
1.4333333333333333,-0.004668667317869219,-0.0013560862142673175
1.4666666666666666,-0.004844637568130148,-0.0013884424165577143
1.5,-0.005020774675514289,-0.001420798618848111
