time_seconds,distance_m,vertical_m
0.0,0.0,0.0
0.03333333333333333,0.005244190529828925,0.0003075664791134525
0.06666666666666667,0.012001533687240877,0.0005172708345735355
0.1,0.01959747056206692,0.000671053976517566
0.13333333333333333,0.03175477451699854,0.0006377406731339352
0.16666666666666666,0.04661626696337218,-0.0007867544526678483
0.2,0.06285964130367117,-0.004179955701177462
0.23333333333333334,0.07526685226791699,-0.009110020049946987
0.26666666666666666,0.08576863702940365,-0.015616386982975072
0.3,0.09659322662476338,-0.025286885206366128
0.3333333333333333,0.10932444247319988,-0.03815514428904221
0.36666666666666664,0.123278601832473,-0.053325008257492645
0.4,0.13922105451358852,-0.06955483032129472
0.43333333333333335,0.15546215535700203,-0.08576933107678975
0.4666666666666667,0.16783218429093555,-0.10096989622954688
0.5,0.17774000149440383,-0.11505412602633902
0.5333333333333333,0.18259713554582174,-0.12537574471217117
0.5666666666666667,0.18434126225640682,-0.1315972852439775
0.6,0.1913180234456188,-0.13421530794420355
0.6333333333333333,0.20354925529732035,-0.13416679046789748
0.6666666666666666,0.2194100315815511,-0.13210822979165382
0.7,0.23788885593045683,-0.12918714271082177
0.7333333333333333,0.2580864136885156,-0.12512329453125592
0.7666666666666667,0.27800261922903735,-0.12085267897077367
0.8,0.2970504329018059,-0.11857384520376779
0.8333333333333334,0.3164393341744545,-0.11888119673945052
0.8666666666666667,0.3383758503480432,-0.12122825015445438
0.9,0.3639378447955368,-0.1256249268158558
0.9333333333333333,0.3930498242320595,-0.1306378995898535
0.9666666666666667,0.42527656425091087,-0.13603344824353147
1.0,0.45985239510292175,-0.14150006293505346
1.0333333333333334,0.4950936070428207,-0.14505139695278912
1.0666666666666667,0.5292922728585869,-0.14593128282137702
1.1,0.5602281399143153,-0.1446607738721859
1.1333333333333333,0.5874249874399353,-0.14151367406674542
1.1666666666666667,0.6110159493446138,-0.13774079018255536
1.2,0.6314641314132026,-0.13445248367096552
1.2333333333333334,0.6488638544943955,-0.1327068384611737
1.2666666666666666,0.6644514472279973,-0.13294540809901234
1.3,0.6798073140853785,-0.13474833251187934
1.3333333333333333,0.6959659621582116,-0.13714243921088165
1.3666666666666667,0.7127394477261679,-0.1397845683732608
1.4,0.7304433377875331,-0.14362544934821808
1.4333333333333333,0.750501395319067,-0.15037118243970027
1.4666666666666666,0.7755365308434253,-0.1599882669277084
1.5,0.8070676275017449,-0.17233806722778522
1.5333333333333334,0.8448451049195596,-0.18632497509027257
1.5666666666666667,0.886950304545456,-0.20102051103227636
1.6,0.9314078685486398,-0.21392732522679736
1.6333333333333333,0.9757364934184733,-0.22326190845096816
1.6666666666666667,1.0172848123325122,-0.22628002462764318
1.7,1.0541631641165572,-0.2228407540323658
1.7333333333333334,1.0856209660891163,-0.21366338992142087
1.7666666666666666,1.1115557675259873,-0.20098289300350825
1.8,1.1329725469432737,-0.18705478124732677
1.8333333333333333,1.1502214815863252,-0.17450955227156373
1.8666666666666667,1.1651009044410332,-0.16437322419387945
1.9,1.1787950011281572,-0.15822580107668638
1.9333333333333333,1.192666452395686,-0.1566358287930436
1.9666666666666666,1.207441054191644,-0.15877819983697683
2.0,1.222651919339421,-0.16262524213316465
2.033333333333333,1.237652455959921,-0.167832893916387
2.066666666666667,1.2528764732694493,-0.1748334726073998
2.1,1.269435295703899,-0.1838557728961956
2.1333333333333333,1.2899887682752686,-0.19266789130761341
2.1666666666666665,1.3159015465035602,-0.2000733484555366
2.2,1.346806558238425,-0.20474517027862182
2.2333333333333334,1.3813079332719145,-0.20742968487992275
2.2666666666666666,1.4179254987263812,-0.20769837002514524
2.3,1.453993283717042,-0.20426832384140592
2.3333333333333335,1.4871609129753236,-0.19670088017010312
2.3666666666666667,1.5168426871307357,-0.1854587999184535
2.4,1.5423894725597915,-0.17216618862117516
2.433333333333333,1.565056354320121,-0.15814001697776603
2.466666666666667,1.585929809503772,-0.14501704114448244
2.5,1.6076369913233899,-0.13300993798239502
2.533333333333333,1.6318503468908518,-0.12362501582668728
2.566666666666667,1.6591970503567943,-0.11722613232257895
2.6,1.6883857012004682,-0.11494653717557302
2.6333333333333333,1.719518826277586,-0.11538656796140556
2.6666666666666665,1.750734922512832,-0.118290014453315
2.7,1.7814536619835628,-0.12237856648549539
2.7333333333333334,1.8107173237991114,-0.12834634492007868
2.7666666666666666,1.8393936076952602,-0.13561973777862135
2.8,1.8693339972501926,-0.14332886255438115
2.8333333333333335,1.9024386902763495,-0.14946749466095932
2.8666666666666667,1.937896306926372,-0.15353697705252478
2.9,1.9748808058543672,-0.1553515564361605
2.933333333333333,2.0115967559021652,-0.1547248352743339
2.966666666666667,2.047816931113353,-0.15152140506243372
3.0,2.0818670589602233,-0.14587374592045577
3.033333333333333,2.113114198508794,-0.1383637747256128
3.066666666666667,2.1410686873523224,-0.13223447830918833
3.1,2.166230344369693,-0.12899466584682773
3.1333333333333333,2.189619478682325,-0.12871966710437477
3.1666666666666665,2.211994336528547,-0.13165444731166798
3.2,2.2322911008977777,-0.13729674165303063
3.2333333333333334,2.2491201179557736,-0.14490976855925508
3.2666666666666666,2.2606540320239157,-0.1544667977355727
3.3,2.265427974315564,-0.16457901349433457
